,cid,cidname,brand,model,datamonth,price,biz30day,biz30day_rank,total_sold_price,total_sold_price_rank,model_ratings,model_rank,model_pos,model_neu,model_neg,model_total,model_rate,model_rate_rank
459,2018112610,螺丝刀,sata/世达,SC09350,201909,77.0,103,1033,7931.0,885,59.7,402.0,6,0,0,6,1.0,18
498,2018112610,螺丝刀,stanley/史丹利,65-180-0-23,201909,9.16,10886,187,123584.56,307,72.67,119.0,52,0,0,52,1.0,19
1064,2018112610,螺丝刀,青锋,XB901-1 XB902-1,201909,108.0,2662,447,123725.33,306,30.89,918.0,1,0,0,1,1.0,20
1043,2018112610,螺丝刀,釼,FO-9330,201909,7.2,1461,576,7684.299999999999,889,46.76,720.0,3,0,0,3,1.0,21
608,2018112610,螺丝刀,wyma/威马牌气动工具系列,3110PD,201909,359.92,333,890,125355.42,302,45.26,760.0,4,0,0,4,1.0,22
21,2018112610,螺丝刀,bamer/百马,BM-6HAL/10HAL,201909,250.48,561,789,127904.41,300,47.19,691.0,3,0,0,3,1.0,23
1092,2018112610,螺丝刀,鹰之印,BST-32180,201909,10.31,947,682,9273.93,862,61.88,341.0,6,0,0,6,1.0,24
235,2018112610,螺丝刀,jiekemei/杰科美,8172,201909,119.8,78,1049,9344.4,859,58.08,437.0,37,0,0,37,1.0,25
705,2018112610,螺丝刀,力嘉力,梅花螺丝批,201909,15.61,5546,295,108944.81,337,52.3,580.0,9,0,0,9,1.0,26
585,2018112610,螺丝刀,wera /维拉,05073645001,201909,260.0,40,1079,10400.0,844,30.89,909.0,3,0,0,3,1.0,27
576,2018112610,螺丝刀,vessel/威威,TD-74,201909,83.9,130,1012,10899.51,833,30.89,909.0,2,0,0,2,1.0,28
1042,2018112610,螺丝刀,釼,FO-9221,201909,22.4,476,827,10636.450000000003,838,48.71,663.0,33,0,0,33,1.0,29
85,2018112610,螺丝刀,delvo,BSD-101,201909,22.8,3037,418,98929.85,365,30.89,918.0,1,0,0,1,1.0,30
187,2018112610,螺丝刀,ifixit,IF145-260-2,201909,808.0,112,1026,99433.8,364,30.89,918.0,2,0,0,2,1.0,31
793,2018112610,螺丝刀,新风工具,一字十字,201909,1.2,8500,227,10629.61,839,57.28,460.0,3,0,0,3,1.0,32
351,2018112610,螺丝刀,pb swiss tools,PB-8124,201909,58.8,200,954,10621.28,840,46.17,742.0,5,0,0,5,1.0,33
382,2018112610,螺丝刀,rubicon/罗宾汉,16A,201909,55.68,235,938,10601.220000000001,841,73.09,114.0,11,0,0,11,1.0,34
436,2018112610,螺丝刀,sata/世达,62203,201909,7.9,1325,603,10553.31,842,47.19,691.0,2,0,0,2,1.0,35
262,2018112610,螺丝刀,kinsey ride/金赛骑,8件套,201909,45.6,196,958,10442.4,843,47.19,691.0,2,0,0,2,1.0,36
17,2018112610,螺丝刀,bamer/百马,BM-318,201909,175.38,461,834,101956.96,355,,,1,0,0,1,1.0,37
352,2018112610,螺丝刀,pb swiss tools,PB-8260,201909,147.75,58,1063,9358.92,858,47.19,691.0,2,0,0,2,1.0,38
789,2018112610,螺丝刀,拓驰,PH1 PH2PH3,201909,21.56,471,829,10155.52,846,67.01,214.0,9,0,0,9,1.0,39
1049,2018112610,螺丝刀,锐壹,3015,201909,237.6,48,1070,10109.4,848,57.28,460.0,3,0,0,3,1.0,40
862,2018112610,螺丝刀,欧神牌,801,201909,42.0,2167,500,104011.40000000001,348,64.13,280.0,5,0,0,5,1.0,41
36,2018112610,螺丝刀,bosch/博世,GDR120-LI,201909,751.2,142,1000,104867.6,347,44.12,790.0,3,0,0,3,1.0,42
195,2018112610,螺丝刀,jdy,001,201909,1.56,6126,275,9800.029999999999,852,62.76,313.0,44,0,0,44,1.0,43
327,2018112610,螺丝刀,nanch/南旗,五星0.8,201909,18.0,5533,297,105352.84,345,30.89,918.0,1,0,0,1,1.0,44
668,2018112610,螺丝刀,京木,10,201909,29.8,355,878,9763.0,853,30.89,918.0,1,0,0,1,1.0,45
537,2018112610,螺丝刀,tajima/田岛,葫芦柄螺丝刀十字,201909,9.12,1009,664,9376.410000000002,856,30.89,918.0,2,0,0,2,1.0,46
583,2018112610,螺丝刀,wera /维拉,05051461001,201909,245.0,37,1084,9374.0,857,32.27,902.0,3,0,0,3,1.0,47
748,2018112610,螺丝刀,埃福森,AIFUSEN-966NAA,201909,68.0,113,1025,7684.0,890,45.0,771.0,8,0,0,8,1.0,48
606,2018112610,螺丝刀,wyma/威马牌气动工具系列,3101/3103/3105,201909,105.6,1220,622,133587.5,290,56.58,480.0,6,0,0,6,1.0,49
723,2018112610,螺丝刀,卫仕,枪型风批,201909,142.56,670,753,95871.39999999998,370,57.28,460.0,3,0,0,3,1.0,50
13,2018112610,螺丝刀,a－bf,DM-620,201909,249.02,618,769,134532.59,289,30.89,918.0,1,0,0,1,1.0,51
536,2018112610,螺丝刀,tajima/田岛,十字螺丝刀,201909,6.01,996,669,6052.02,929,47.19,691.0,2,0,0,2,1.0,52
335,2018112610,螺丝刀,oushen/欧神,600,201909,130.8,1381,589,177603.78,237,75.78,68.0,9,0,0,9,1.0,53
755,2018112610,螺丝刀,奕皇,T10-T55,201909,2.4,2484,463,5961.6,931,59.49,407.0,6,0,0,6,1.0,54
373,2018112610,螺丝刀,prokits/宝工,SD-9326M,201909,155.0,33,1087,5813.8,932,30.89,918.0,1,0,0,1,1.0,55
890,2018112610,螺丝刀,潜力创新,手雷螺丝刀,201909,60.98,1748,539,179921.98,234,61.12,360.0,7,0,0,7,1.0,56
1016,2018112610,螺丝刀,迈腾,8012/8016,201909,276.0,664,754,186684.0,229,54.69,517.0,10,0,0,10,1.0,57
393,2018112610,螺丝刀,sakato/阪田,001,201909,10.79,535,800,5772.650000000001,934,47.19,691.0,2,0,0,2,1.0,58
289,2018112610,螺丝刀,lx/联禧,弯头6HL/10HL,201909,264.0,787,721,189393.64,224,55.17,506.0,11,0,0,11,1.0,59
640,2018112610,螺丝刀,zmkam,PTTZ-531,201909,44.8,127,1015,5662.21,936,30.89,918.0,1,0,0,1,1.0,60
1021,2018112610,螺丝刀,金城,000,201909,7.91,414,852,5626.2,938,58.18,435.0,9,0,0,9,1.0,61
307,2018112610,螺丝刀,mayatech,1.5\2.0\2.5MM,201909,7.0,797,717,5625.5,939,30.89,918.0,3,0,0,3,1.0,62
76,2018112610,螺丝刀,deli/得力,DL626010,201909,13.1,456,838,5535.240000000001,940,53.68,546.0,4,0,0,4,1.0,63
783,2018112610,螺丝刀,戴恩工具,迷你螺丝刀,201909,0.6,8059,235,5376.980000000001,942,67.87,193.0,15,0,0,15,1.0,64
524,2018112610,螺丝刀,stanley/史丹利,STHT65172-8-HC,201909,21.94,267,917,5369.2,943,51.58,600.0,6,0,0,6,1.0,65
457,2018112610,螺丝刀,sata/世达,C09306,201909,133.85,1586,560,216347.86000000002,212,30.89,918.0,1,0,0,1,1.0,66
407,2018112610,螺丝刀,sata/世达,09347-09349,201909,54.6,96,1036,5320.86,944,42.82,815.0,7,0,0,7,1.0,67
836,2018112610,螺丝刀,日本福冈,棘轮螺丝刀,201909,18.0,288,909,5184.0,947,38.7,870.0,9,0,0,9,1.0,68
1052,2018112610,螺丝刀,阿毛易修,SD1,201909,6.08,705,747,5140.62,948,30.89,918.0,1,0,0,1,1.0,69
236,2018112610,螺丝刀,jiekemei/杰科美,JM-6098,201909,78.8,65,1061,5122.0,949,45.91,746.0,18,0,0,18,1.0,70
792,2018112610,螺丝刀,新发,十字一字,201909,1.08,5551,294,5103.61,950,30.89,918.0,1,0,0,1,1.0,71
529,2018112610,螺丝刀,sunshine,666,201909,15.6,434,845,5095.500000000002,951,42.58,822.0,3,0,0,3,1.0,72
531,2018112610,螺丝刀,sunshine,SD-18E,201909,228.0,26,1091,6270.0,927,30.89,918.0,1,0,0,1,1.0,73
854,2018112610,螺丝刀,樱野,8HZ,201909,141.5,1171,631,174351.59,240,69.67,167.0,15,0,0,15,1.0,74
1050,2018112610,螺丝刀,锐壹,3925,201909,269.81,528,804,171692.80999999997,242,30.89,918.0,1,0,0,1,1.0,75
1047,2018112610,螺丝刀,铆钉修复,新款修复机,201909,780.0,185,968,144300.0,273,47.19,691.0,4,0,0,4,1.0,76
285,2018112610,螺丝刀,lx/联禧,LX-8612 12H风批,201909,399.0,367,870,135402.7,288,47.19,691.0,3,0,0,3,1.0,77
19,2018112610,螺丝刀,bamer/百马,BM-5HE/6HE/8HE,201909,165.48,822,713,135835.17,287,38.89,866.0,6,0,0,6,1.0,78
334,2018112610,螺丝刀,oushen/欧神,5E+20,201909,149.38,1025,663,136324.82,285,57.28,460.0,4,0,0,4,1.0,79
408,2018112610,螺丝刀,sata/世达,09348,201909,60.49,2299,481,137254.87999999998,283,60.8,369.0,53,0,0,53,1.0,80
359,2018112610,螺丝刀,pesco,梅花螺丝刀T6-T40,201909,8.16,844,709,7146.24,903,62.25,324.0,5,0,0,5,1.0,81
546,2018112610,螺丝刀,toolmate,美克拉螺丝刀,201909,3.36,2876,430,7138.080000000001,904,67.34,207.0,57,0,0,57,1.0,82
33,2018112610,螺丝刀,borntun/波盾,BD-8H,201909,230.0,617,770,141757.0,276,30.89,918.0,1,0,0,1,1.0,83
977,2018112610,螺丝刀,艾瑞泽,LSPZT,201909,69.0,105,1029,7135.0,905,30.89,918.0,3,0,0,3,1.0,84
12,2018112610,螺丝刀,a－bf,DM-520S,201909,249.39,622,766,143704.82,274,62.68,315.0,19,0,0,19,1.0,85
71,2018112610,螺丝刀,deli/得力,DL3501,201909,29.62,251,929,7096.860000000001,906,35.41,889.0,4,0,0,4,1.0,86
286,2018112610,螺丝刀,lx/联禧,T20PB,201909,540.0,12,1104,6390.0,922,,,1,0,0,1,1.0,87
900,2018112610,螺丝刀,特磨,梅花,201909,6.56,1072,655,7044.960000000001,907,47.19,691.0,2,0,0,2,1.0,88
93,2018112610,螺丝刀,dpei/赣春,60合1螺丝批,201909,66.12,109,1027,6970.49,909,30.89,1012.0,2,0,0,2,1.0,89
1013,2018112610,螺丝刀,迅达,多合一内六角,201909,35.39,193,959,6886.310000000001,911,30.89,918.0,1,0,0,1,1.0,90
1068,2018112610,螺丝刀,风行,4.5H,201909,89.9,77,1052,6872.8,912,30.89,918.0,1,0,0,1,1.0,91
539,2018112610,螺丝刀,tak,TAK-62系列,201909,97.0,1588,559,157917.36000000002,255,30.89,918.0,4,0,0,4,1.0,92
245,2018112610,螺丝刀,jjr,801,201909,1.95,3162,411,6870.3200000000015,913,30.89,918.0,1,0,0,1,1.0,93
980,2018112610,螺丝刀,艾瑞泽,PTTZ,201909,87.33,86,1044,6826.0,916,30.89,918.0,1,0,0,1,1.0,94
328,2018112610,螺丝刀,nanch/南旗,螺丝刀,201909,35.32,190,961,6587.5199999999995,920,30.89,918.0,1,0,0,1,1.0,95
386,2018112610,螺丝刀,rubicon/罗宾汉,RES-002,201909,28.8,236,937,6514.84,921,32.27,902.0,3,0,0,3,1.0,96
957,2018112610,螺丝刀,老a,LA615036,201909,175.75,546,794,96321.0,369,52.94,569.0,25,0,0,25,1.0,97
509,2018112610,螺丝刀,stanley/史丹利,66-381-22,201909,67.8,121,1020,11001.000000000002,831,30.89,918.0,1,0,0,1,1.0,98
568,2018112610,螺丝刀,vessel/威威,520 6200 720 920 320,201909,32.4,153,991,4957.2,953,30.89,918.0,4,0,0,4,1.0,99
14,2018112610,螺丝刀,bamer/百马,BM-10HB BM-12H,201909,268.67,234,939,59792.93,482,30.89,918.0,2,0,0,2,1.0,100
795,2018112610,螺丝刀,日本福冈,46合1,201909,45.85,491,822,22892.53,682,48.19,671.0,12,0,0,12,1.0,101
519,2018112610,螺丝刀,stanley/史丹利,74332-8-23,201909,64.48,322,898,22848.78,684,30.63,1017.0,6,0,0,6,1.0,102
402,2018112610,螺丝刀,sata/世达,09305 09306,201909,130.75,404,857,47736.0,524,,,1,0,0,1,1.0,103
282,2018112610,螺丝刀,lx/联禧,LX-16HC,201909,456.0,120,1022,47867.0,523,30.89,918.0,2,0,0,2,1.0,104
421,2018112610,螺丝刀,sata/世达,61501,201909,22.47,2556,456,48271.85999999999,521,72.38,124.0,9,0,0,9,1.0,105
400,2018112610,螺丝刀,sata/世达,09304/09303/09262/09301A/09302/61211-61325,201909,15.66,1354,594,22677.699999999997,687,77.77,52.0,8,0,0,8,1.0,106
324,2018112610,螺丝刀,nanch/南旗,55合1,201909,198.0,114,1024,22572.0,689,45.26,760.0,4,0,0,4,1.0,107
442,2018112610,螺丝刀,sata/世达,62420-62427,201909,27.08,2261,491,49768.8,514,69.47,171.0,28,0,0,28,1.0,108
903,2018112610,螺丝刀,甬工,冲击螺丝刀,201909,21.88,813,715,22215.4,694,57.83,445.0,11,0,0,11,1.0,109
379,2018112610,螺丝刀,rtw,457起子组,201909,135.0,372,866,50220.0,512,30.89,918.0,1,0,0,1,1.0,110
54,2018112610,螺丝刀,bumbershoot/雨伞,800,201909,58.8,367,872,21579.6,698,30.89,918.0,1,0,0,1,1.0,111
674,2018112610,螺丝刀,佑尼美,5H,201909,93.57,492,820,51651.060000000005,509,78.14,48.0,8,0,0,8,1.0,112
569,2018112610,螺丝刀,vessel/威威,5400TX,201909,49.2,447,841,21433.6,701,48.39,669.0,5,0,0,5,1.0,113
779,2018112610,螺丝刀,德至高,800D,201909,33.6,628,764,20945.8,707,42.5,825.0,2,0,0,2,1.0,114
348,2018112610,螺丝刀,pb swiss tools,8453.R-30,201909,555.0,38,1081,20781.0,708,26.98,1039.0,1,0,0,1,1.0,115
427,2018112610,螺丝刀,sata/世达,61613,201909,22.28,2578,454,55368.87999999999,495,53.26,559.0,18,0,0,18,1.0,116
589,2018112610,螺丝刀,wera /维拉,8000A/8000B/8000C,201909,477.6,41,1078,18771.4,725,30.89,918.0,1,0,0,1,1.0,117
1059,2018112610,螺丝刀,雷铭,DWLM-WG8-4.2,201909,179.0,316,902,56564.0,491,45.52,755.0,21,0,0,21,1.0,118
969,2018112610,螺丝刀,老a,LA699079/LA614306/LA614309,201909,33.12,539,798,18724.68,726,69.08,175.0,5,0,0,5,1.0,119
991,2018112610,螺丝刀,蓝标-11,KOUJIAN111,201909,336.0,173,973,58128.0,487,42.5,825.0,2,0,0,2,1.0,120
591,2018112610,螺丝刀,wiha/威汉,米家WIHA精修螺丝刀组合套装,201909,86.6,209,950,18553.4,727,33.66,895.0,4,0,0,4,1.0,121
581,2018112610,螺丝刀,wera /维拉,05051040001,201909,543.87,45,1072,23479.0,679,27.72,1034.0,3,0,0,3,1.0,122
905,2018112610,螺丝刀,盖力,2061,201909,69.6,647,758,45307.3,536,49.63,644.0,6,0,0,6,1.0,123
246,2018112610,螺丝刀,jqe,2008,201909,26.4,862,705,25028.799999999996,666,41.16,850.0,6,0,0,6,1.0,124
575,2018112610,螺丝刀,vessel/威威,TD-61,201909,26.19,1122,644,30034.199999999993,638,54.41,525.0,14,0,0,14,1.0,125
970,2018112610,螺丝刀,老a,十字一字,201909,10.97,2753,444,33853.740000000005,606,61.48,350.0,40,0,0,40,1.0,126
701,2018112610,螺丝刀,力嘉力,132,201909,27.6,1164,633,32515.2,616,52.24,584.0,6,0,0,6,1.0,127
935,2018112610,螺丝刀,老a,017200009,201909,281.31,123,1017,32494.300000000003,617,69.08,175.0,5,0,0,5,1.0,128
866,2018112610,螺丝刀,汇成丰,披头,201909,4.82,7437,247,34582.5,599,62.35,322.0,67,0,0,67,1.0,129
218,2018112610,螺丝刀,jerxun/京选,JX-1161,201909,9.38,2922,425,31648.299999999992,626,66.16,237.0,43,0,0,43,1.0,130
126,2018112610,螺丝刀,foshou,38PCS,201909,237.8,133,1007,31627.4,627,41.55,846.0,7,0,0,7,1.0,131
1032,2018112610,螺丝刀,釼,FO-9005S,201909,23.99,962,676,30916.190000000006,634,50.82,622.0,7,0,0,7,1.0,132
340,2018112610,螺丝刀,owe,OWE-Q5H,201909,138.2,270,915,36632.77999999999,588,30.89,918.0,1,0,0,1,1.0,133
526,2018112610,螺丝刀,stanley/史丹利,十字螺丝刀,201909,23.77,1664,554,37205.19999999998,586,30.89,1012.0,3,0,0,3,1.0,134
960,2018112610,螺丝刀,老a,LA615512,201909,55.45,580,783,37589.77999999999,584,61.35,353.0,19,0,0,19,1.0,135
176,2018112610,螺丝刀,hai chuan qi,BD4-07,201909,255.0,167,980,42585.0,550,30.89,918.0,1,0,0,1,1.0,136
845,2018112610,螺丝刀,星辰,梅花带孔螺丝刀,201909,6.0,4887,321,29322.0,643,85.92,8.0,14,0,0,14,1.0,137
47,2018112610,螺丝刀,broppe/浦派,法拉利批头套装,201909,48.0,532,802,28226.0,645,49.96,640.0,19,0,0,19,1.0,138
326,2018112610,螺丝刀,nanch/南旗,HMT,201909,7.2,3183,409,28145.589999999997,647,64.13,280.0,4,0,0,4,1.0,139
611,2018112610,螺丝刀,wynn’s/威力狮,W0342,201909,3.6,9399,210,39729.770000000004,568,30.89,918.0,1,0,0,1,1.0,140
769,2018112610,螺丝刀,希孟,6.35MM长批头套装,201909,79.0,345,884,27255.0,653,70.86,149.0,18,0,0,18,1.0,141
1026,2018112610,螺丝刀,金鲨,JS,201909,101.6,387,861,39964.39999999999,564,30.89,918.0,1,0,0,1,1.0,142
652,2018112610,螺丝刀,中杰风批,6H,201909,80.0,335,889,27146.4,654,30.89,918.0,1,0,0,1,1.0,143
812,2018112610,螺丝刀,日本福冈,FO-9014B,201909,11.15,3432,393,40249.060000000005,562,57.06,472.0,74,0,0,74,1.0,144
411,2018112610,螺丝刀,sata/世达,09913,201909,197.46,140,1005,26272.300000000003,660,30.89,918.0,1,0,0,1,1.0,145
587,2018112610,螺丝刀,wera /维拉,05135926001,201909,949.0,60,1062,59769.0,483,30.89,918.0,1,0,0,1,1.0,146
20,2018112610,螺丝刀,bamer/百马,BM-5HP,201909,112.5,530,803,61381.799999999996,478,30.89,918.0,2,0,0,2,1.0,147
513,2018112610,螺丝刀,stanley/史丹利,67299,201909,8.7,1130,640,11113.38,830,54.14,532.0,4,0,0,4,1.0,148
753,2018112610,螺丝刀,天逸,ARZ8150(406),201909,13.08,1389,586,18208.459999999995,731,31.13,908.0,6,0,0,6,1.0,149
764,2018112610,螺丝刀,工具专家手兵器,3015系列,201909,11.74,1206,627,14156.749999999998,779,73.58,103.0,10,0,0,10,1.0,150
725,2018112610,螺丝刀,卫仕,风批气动螺丝刀,201909,105.6,83,1046,14089.199999999999,782,30.89,918.0,1,0,0,1,1.0,151
704,2018112610,螺丝刀,力嘉力,LJL-812,201909,25.0,554,793,13850.0,784,44.12,790.0,3,0,0,3,1.0,152
34,2018112610,螺丝刀,bosch/博世,2607019510,201909,49.25,250,930,13848.1,785,47.19,691.0,2,0,0,2,1.0,153
770,2018112610,螺丝刀,希孟,90905,201909,24.2,478,826,13726.25,789,44.95,774.0,3,0,0,3,1.0,154
918,2018112610,螺丝刀,粤然,01,201909,3.6,3864,368,13695.720000000001,791,30.89,918.0,1,0,0,1,1.0,155
368,2018112610,螺丝刀,prokits/宝工,SD-081A,201909,73.33,168,979,13467.6,795,30.89,918.0,1,0,0,1,1.0,156
23,2018112610,螺丝刀,black＆decker/百得,KC4815-A9,201909,99.0,123,1018,13339.0,798,30.89,918.0,1,0,0,1,1.0,157
555,2018112610,螺丝刀,ugo/锐高,UL-5PD,201909,196.8,421,849,86391.96999999999,400,30.89,909.0,2,0,0,2,1.0,158
1,2018112610,螺丝刀,BOSI/波斯,BS459115,201909,7.2,1795,533,12700.460000000003,807,65.99,241.0,26,0,0,26,1.0,159
288,2018112610,螺丝刀,lx/联禧,国产12H风批,201909,252.0,402,858,89747.33,392,52.3,580.0,6,0,0,6,1.0,160
134,2018112610,螺丝刀,gangtuo tool/钢拓工具,GT3123X100,201909,3.36,3540,388,12452.039999999999,810,69.08,175.0,6,0,0,6,1.0,161
698,2018112610,螺丝刀,创拓者,螺丝刀套装,201909,23.76,520,808,12355.2,812,30.89,918.0,3,0,0,3,1.0,162
649,2018112610,螺丝刀,东成,DCPL5C,201909,124.52,732,741,93108.0,383,50.89,618.0,14,0,0,14,1.0,163
182,2018112610,螺丝刀,hero is back/大圣归来,405C,201909,117.0,104,1032,12168.0,815,30.89,918.0,2,0,0,2,1.0,164
618,2018112610,螺丝刀,yat/亚特,YTLSP001,201909,219.0,55,1067,12045.0,818,43.68,798.0,12,0,0,12,1.0,165
1062,2018112610,螺丝刀,青锋,XB2000,201909,131.55,759,730,93611.92000000001,379,30.89,918.0,1,0,0,1,1.0,166
716,2018112610,螺丝刀,华瑞,HR-882181,201909,8.16,1505,569,11873.169999999998,820,63.34,298.0,16,0,0,16,1.0,167
10,2018112610,螺丝刀,atuman/安士,X-MINI,201909,129.0,94,1038,11398.5,824,30.89,918.0,1,0,0,1,1.0,168
715,2018112610,螺丝刀,华瑞,HR-2011,201909,10.88,832,711,11346.669999999998,827,55.03,508.0,12,0,0,12,1.0,169
982,2018112610,螺丝刀,英力斯,两用螺丝刀,201909,9.0,1048,659,11133.099999999999,829,53.25,560.0,14,0,0,14,1.0,170
803,2018112610,螺丝刀,日本福冈,FO-9005B,201909,11.54,1213,625,14569.4,775,68.86,181.0,19,0,0,19,1.0,171
339,2018112610,螺丝刀,oushen/欧神,精工801,201909,84.0,995,670,78817.42,421,64.13,280.0,5,0,0,5,1.0,172
1030,2018112610,螺丝刀,釼,9728,201909,10.59,1427,583,14699.309999999998,773,45.41,758.0,7,0,0,7,1.0,173
634,2018112610,螺丝刀,zhaoxin,IMAC拆机工具,201909,46.8,353,881,16617.600000000002,748,,,1,0,0,1,1.0,174
758,2018112610,螺丝刀,威利,832,201909,16.0,1070,656,17659.379999999997,734,64.13,280.0,4,0,0,4,1.0,175
1070,2018112610,螺丝刀,马园,8316,201909,19.2,1382,588,17638.0,735,,,1,0,0,1,1.0,176
287,2018112610,螺丝刀,lx/联禧,台湾风批战马系列,201909,210.0,231,941,63646.25,470,30.89,1012.0,3,0,0,3,1.0,177
194,2018112610,螺丝刀,jackly/杰克利,LSD,201909,14.8,1293,612,17463.300000000003,736,30.89,918.0,3,0,0,3,1.0,178
350,2018112610,螺丝刀,pb swiss tools,PB-53,201909,57.0,343,885,17236.1,740,47.19,691.0,4,0,0,4,1.0,179
310,2018112610,螺丝刀,mechanic/维修佬,IX8B,201909,23.1,632,762,16826.3,743,44.12,790.0,4,0,0,4,1.0,180
303,2018112610,螺丝刀,masterproof/麦思德,70001,201909,115.11,148,994,16708.24,745,60.17,384.0,6,0,0,6,1.0,181
672,2018112610,螺丝刀,佐库,6H,201909,84.26,785,723,66144.1,461,,,2,0,0,2,1.0,182
308,2018112610,螺丝刀,mechanic/维修佬,AK668,201909,17.46,944,683,16678.620000000003,747,72.84,117.0,7,0,0,7,1.0,183
945,2018112610,螺丝刀,老a,LA6132P5,201909,20.52,712,744,16513.64,750,67.85,195.0,7,0,0,7,1.0,184
784,2018112610,螺丝刀,拓力士,12件套,201909,75.0,197,957,14775.0,772,30.89,918.0,1,0,0,1,1.0,185
563,2018112610,螺丝刀,ulema/锐力马,直角风批,201909,246.0,271,913,68408.22,454,30.89,918.0,2,0,0,2,1.0,186
574,2018112610,螺丝刀,vessel/威威,TD,201909,61.3,181,970,15975.61,757,30.89,918.0,2,0,0,2,1.0,187
346,2018112610,螺丝刀,pb swiss tools,8215.IND,201909,580.0,130,1011,71695.0,445,,,1,0,0,1,1.0,188
349,2018112610,螺丝刀,pb swiss tools,PB-513,201909,337.21,142,1001,71876.84,444,30.89,909.0,2,0,0,2,1.0,189
565,2018112610,螺丝刀,vassal/臣子,5H/8H/10H,201909,192.0,81,1048,15680.0,760,44.95,774.0,2,0,0,2,1.0,190
864,2018112610,螺丝刀,比速迪,BSD-101,201909,204.4,355,880,72562.0,440,42.5,825.0,2,0,0,2,1.0,191
778,2018112610,螺丝刀,德立士,002,201909,159.7,459,835,74077.0,434,57.28,469.0,6,0,0,6,1.0,192
702,2018112610,螺丝刀,力嘉力,339,201909,10.89,1453,580,15296.779999999999,767,45.26,760.0,4,0,0,4,1.0,193
592,2018112610,螺丝刀,witixx 威特,WIT螺丝刀,201909,15.9,1132,638,14951.140000000001,768,59.94,393.0,15,0,0,15,1.0,194
1034,2018112610,螺丝刀,釼,FO-9007A,201909,11.98,415,851,5051.7300000000005,952,65.81,247.0,6,0,0,6,1.0,195
272,2018112610,螺丝刀,litejir,加长螺丝刀,201909,2.64,5609,293,33684.39000000001,609,73.26,109.0,12,0,0,12,1.0,196
772,2018112610,螺丝刀,希孟,DT190PTSB,201909,12.95,212,949,3022.87,1010,42.81,816.0,3,0,0,3,1.0,197
223,2018112610,螺丝刀,jerxun/京选,JX-1168,201909,11.83,164,982,1956.62,1043,45.26,760.0,3,0,0,3,1.0,198
193,2018112610,螺丝刀,jackly/杰克利,32合1,201909,15.0,216,947,3600.0,994,47.19,691.0,2,0,0,2,1.0,199
227,2018112610,螺丝刀,jetech/捷科,PE-M/PE-S,201909,20.85,105,1030,2189.25,1034,43.28,805.0,3,0,0,3,1.0,200
48,2018112610,螺丝刀,broppe/浦派,红柄螺丝刀,201909,10.77,58,1065,624.38,1095,26.98,1039.0,1,0,0,1,1.0,201
