,cid,brand,model,datamonth,price,biz30day,total_sold_price,model_ratings,model_rank
4152,2018112610,guanshi/冠仕,DDLSP,201909,78.33,11552,946235.9499999998,43.71,796.0
4158,2018112610,guanshi/冠仕,GS-电螺丝刀,201909,78.61,1674,132614.80999999997,20.7,1069.0
4170,2018112610,guanshi/冠仕,多功能螺丝刀套装,201909,11.83,6435,131016.47999999998,53.43,553.0
4177,2018112610,guanshi/冠仕,精密螺丝刀组套,201909,68.6,492,35330.16,57.56,453.0
4191,2018112610,hai chuan qi,BD4-07,201909,255.0,167,42585.0,30.89,918.0
4206,2018112610,hai chuan qi,BD5-15,201909,282.0,2110,577556.0,67.34,208.0
4237,2018112610,haike,60合1,201909,19.2,1630,41215.39000000001,66.68,222.0
4274,2018112610,harden/汉顿,550391,201909,25.56,1220,24182.160000000003,65.92,243.0
4294,2018112610,harden/汉顿,550395,201909,24.71,414,19849.4,38.59,871.0
4298,2018112610,heiren tuo tools/黑人头工具,HRT-301,201909,57.6,710,40896.0,66.72,220.0
4315,2018112610,hero is back/大圣归来,405C,201909,117.0,104,12168.0,30.89,918.0
4360,2018112610,hitachi/日立,DB3DL2,201909,554.07,2755,1453382.8500000003,59.54,404.0
4385,2018112610,hold,HY-071201+,201909,3.91,5187,27440.489999999998,70.36,156.0
4430,2018112610,huafeng big arrow/华丰巨箭,新品螺丝批,201909,5.11,16297,102664.36999999998,52.47,578.0
4444,2018112610,huafeng big arrow/华丰巨箭,穿心螺丝刀,201909,13.5,127,1572.0000000000005,30.89,918.0
4489,2018112610,ifixit,IF145-260-2,201909,808.0,112,99433.8,30.89,918.0
4534,2018112610,ifixit,IF145-299-4,201909,344.0,985,318662.0,49.26,652.0
4545,2018112610,ifu,D2,201909,187.57,3693,560663.32,81.04,31.0
4556,2018112610,ifu,气动风批,201909,66.0,1231,81246.0,74.99,82.0
4561,2018112610,ineless/多高,61合1螺丝批组套,201909,57.65,200,10058.05,59.68,403.0
4606,2018112610,ineless/多高,两用螺丝刀,201909,5.88,4580,30248.92,74.24,94.0
4651,2018112610,jackly/杰克利,32合1,201909,15.0,216,3600.0,47.19,691.0
4696,2018112610,jackly/杰克利,LSD,201909,14.8,1293,17463.300000000003,30.89,918.0
4721,2018112610,jdy,001,201909,1.56,6126,9800.029999999999,62.76,313.0
4760,2018112610,jdy,206,201909,3.36,99296,1003312.3500000001,74.34,91.0
4799,2018112610,jdy,LSD,201909,10.56,16263,325711.6200000003,60.29,377.0
4808,2018112610,jdy,多件套,201909,10.2,469,4783.8,39.74,860.0
4826,2018112610,jerxun/京选,JX-0029,201909,9.17,3451,35183.15,60.11,385.0
4871,2018112610,jerxun/京选,JX-0029A,201909,19.34,12420,332583.13,64.53,274.0
4916,2018112610,jerxun/京选,JX-0090-7PCS,201909,59.88,6315,634988.7399999999,71.67,135.0
4959,2018112610,jerxun/京选,JX-0093-29PCS,201909,58.81,604,39443.47000000001,37.84,877.0
5001,2018112610,jerxun/京选,JX-0094-7PCS,201909,52.78,604,31363.44000000001,33.77,894.0
5046,2018112610,jerxun/京选,JX-0111,201909,7.02,26687,330924.5199999999,61.68,348.0
5091,2018112610,jerxun/京选,JX-0113,201909,21.74,3121,94665.59000000001,55.66,499.0
5119,2018112610,jerxun/京选,JX-0189,201909,7.95,51832,597636.5000000001,66.09,239.0
5137,2018112610,jerxun/京选,JX-0189B,201909,18.83,681,11772.1,44.7,785.0
5155,2018112610,jerxun/京选,JX-0189C,201909,15.41,2220,29504.949999999997,56.4,484.0
5171,2018112610,jerxun/京选,JX-0189D,201909,15.34,3084,42985.6,48.41,668.0
5190,2018112610,jerxun/京选,JX-0209B,201909,23.7,949,22433.959999999995,62.34,323.0
5235,2018112610,jerxun/京选,JX-0209J-33PCS,201909,71.15,6877,482463.45999999996,61.16,359.0
5243,2018112610,jerxun/京选,JX-0209S,201909,33.54,189,6378.48,42.15,839.0
5278,2018112610,jerxun/京选,JX-0210,201909,6.83,5656,76474.69999999998,45.88,748.0
5323,2018112610,jerxun/京选,JX-0225,201909,5.18,202663,1781792.07,83.8,15.0
5360,2018112610,jerxun/京选,JX-0237,201909,80.94,23853,1834738.9800000004,80.18,35.0
5405,2018112610,jerxun/京选,JX-0326,201909,63.88,1517,101497.92000000001,44.95,773.0
5445,2018112610,jerxun/京选,JX-1082,201909,73.34,1030,83225.97999999998,59.71,401.0
5465,2018112610,jerxun/京选,JX-1161,201909,9.38,2922,31648.299999999992,66.16,237.0
5495,2018112610,jerxun/京选,JX-1161F,201909,13.87,5382,82795.04000000001,55.92,493.0
5537,2018112610,jerxun/京选,JX-1161S,201909,37.71,1908,85078.83999999998,55.3,504.0
5552,2018112610,jerxun/京选,JX-1162,201909,13.54,1271,18439.29,52.87,570.0
5561,2018112610,jerxun/京选,JX-1164,201909,9.4,761,8592.69,30.09,1022.0
5564,2018112610,jerxun/京选,JX-1168,201909,11.83,164,1956.62,45.26,760.0
5592,2018112610,jerxun/京选,JX-2161T,201909,23.89,2091,38177.68000000001,51.63,599.0
5635,2018112610,jerxun/京选,JX-2162S,201909,39.48,4659,186615.00000000006,64.89,264.0
5646,2018112610,jerxun/京选,梅花螺丝刀,201909,11.64,23,306.46,30.89,909.0
5648,2018112610,jetech/捷科,PE-M/PE-S,201909,20.85,105,2189.25,43.28,805.0
5652,2018112610,jetech/捷科,SC3系列,201909,6.24,1332,8311.68,39.73,861.0
5656,2018112610,jetech/捷科,SC十字螺丝刀,201909,6.24,761,4748.64,44.12,790.0
5660,2018112610,jetech/捷科,ST一字螺丝刀,201909,9.72,777,7552.44,42.3,837.0
5681,2018112610,jftoois,800,201909,38.4,5332,271989.23,46.43,737.0
5698,2018112610,jianghua/匠华,十字螺丝刀,201909,5.15,66,339.9,30.89,918.0
5743,2018112610,jiekemei/杰科美,01,201909,79.2,942,69724.85999999999,30.89,918.0
5777,2018112610,jiekemei/杰科美,8101,201909,26.74,329,8675.6,58.45,430.0
5778,2018112610,jiekemei/杰科美,8172,201909,119.8,78,9344.4,58.08,437.0
5779,2018112610,jiekemei/杰科美,JM-6098,201909,78.8,65,5122.0,45.91,746.0
5780,2018112610,jiekemei/杰科美,JM-8073,201909,159.8,4,639.2,26.98,1039.0
5781,2018112610,jiekemei/杰科美,JM-8117,201909,34.8,36,1252.8,71.34,143.0
5782,2018112610,jiekemei/杰科美,JM-8151,201909,45.8,35,1603.0,54.12,536.0
5783,2018112610,jiekemei/杰科美,JM-8170,201909,88.8,15,1332.0,26.98,1052.0
5784,2018112610,jiekemei/杰科美,JM-P18,201909,98.8,21,2074.8,38.48,873.0
5821,2018112610,jiekemei/杰科美,组套螺丝刀,201909,22.68,91085,2796040.7800000003,73.26,108.0
5848,2018112610,jingling,D006,201909,8.43,2265,35035.880000000005,54.17,530.0
5875,2018112610,jinlaohan/金老汉,6036  120 126003 102,201909,11.52,6533,81882.44999999998,50.83,621.0
5909,2018112610,jjr,801,201909,1.95,3162,6870.3200000000015,30.89,918.0
5930,2018112610,jqe,2008,201909,26.4,862,25028.799999999996,41.16,850.0
5956,2018112610,jrf,JRF-伸缩螺丝刀,201909,4.7,44504,422920.27999999997,73.51,104.0
5991,2018112610,jujiang,01,201909,26.8,146,3877.8000000000006,30.89,918.0
6027,2018112610,kaisi/金卡思,001,201909,14.35,2054,38470.81000000001,53.05,566.0
6041,2018112610,kamoer,30合1标配,201909,16.56,5150,76015.06,72.37,126.0
6052,2018112610,keyang/启洋,ASD-1800L,201909,16.2,1745,25830.899999999998,60.71,373.0
6088,2018112610,keycon,CRV螺丝批01,201909,6.96,29902,186624.4,76.72,60.0
6124,2018112610,keycon,冲击螺丝刀德国标准,201909,69.6,579,33923.53999999999,44.24,789.0
6156,2018112610,keycon,冲击螺丝批套装,201909,68.24,12412,744681.1699999999,66.62,225.0
6192,2018112610,keycon,双色柄穿心可敲击螺丝刀,201909,7.92,7043,62379.18000000002,61.85,342.0
6197,2018112610,keycon,梅花螺丝刀,201909,9.23,4551,52226.25,51.78,595.0
6235,2018112610,keycon,穿心螺丝刀01,201909,6.6,16127,129022.61000000004,73.81,100.0
6264,2018112610,kilews/奇力速,BSD-101,201909,204.5,15608,3199175.6900000004,53.61,549.0
6303,2018112610,kilews/奇力速,P1L-BSD,201909,42.0,2266,595552.9400000001,62.14,327.0
6348,2018112610,kilews/奇力速,TKS-1500LS,201909,492.0,2710,761089.2800000001,61.47,351.0
6393,2018112610,kilews/奇力速,TKS-2500/3500/4500L,201909,492.0,907,492214.2,30.89,909.0
6399,2018112610,kinsey ride/金赛骑,8件套,201909,45.6,196,10442.4,47.19,691.0
6437,2018112610,kobalt,1001,201909,7.9,374,3468.2900000000004,49.25,653.0
6454,2018112610,kr korand,5H/8H/10H,201909,72.76,20150,1675593.7999999996,84.03,12.0
6456,2018112610,lao t,2400,201909,35.88,516,18514.08,45.85,751.0
6470,2018112610,laoa,LA612375A,201909,13.89,387,4586.6,64.13,280.0
6484,2018112610,laoa,LA614U17,201909,9.0,535,6748.7699999999995,62.38,319.0
6497,2018112610,laoa,LA615120,201909,38.4,120,4039.8,50.68,627.0
6515,2018112610,lechg,2206,201909,11.33,7861,100132.55,52.42,579.0
6518,2018112610,lihonk/力宏科,LK,201909,198.0,505,99990.0,83.78,16.0
6554,2018112610,litejir,5X300 6X300,201909,9.17,9049,79112.98999999999,41.28,849.0
6593,2018112610,litejir,加长螺丝刀,201909,2.64,5609,33684.39000000001,73.26,109.0
6633,2018112610,lodestar/乐达,JH-TY,201909,0.51,12079,6369.929999999999,,
6678,2018112610,lo‘master/老师傅,3201/3202/3203/3204,201909,5.64,47750,459642.2200000001,61.52,349.0
6699,2018112610,lo‘master/老师傅,LSD,201909,11.06,3915,43411.509999999995,41.45,847.0
6705,2018112610,lo‘master/老师傅,XMLSD-01,201909,62.14,1690,112985.92000000001,50.79,623.0
6715,2018112610,lpmnsd,螺丝刀套装,201909,14.54,960,14514.96,23.88,1065.0
6736,2018112610,lx/联禧,16802,201909,24.0,6178,177289.2,43.12,808.0
6781,2018112610,lx/联禧,6HAP枪式风批,201909,239.01,457,110311.27,42.58,822.0
6796,2018112610,lx/联禧,8506,201909,222.0,141,29491.97,30.89,909.0
6841,2018112610,lx/联禧,8HP 手枪式风批,201909,164.4,5091,929612.7100000001,51.76,597.0
6886,2018112610,lx/联禧,LX-16HC,201909,456.0,120,47867.0,30.89,918.0
6931,2018112610,lx/联禧,LX-418B,201909,180.0,1100,236308.41000000003,61.27,355.0
6976,2018112610,lx/联禧,LX-5H,201909,88.13,4532,454817.87999999995,50.68,626.0
7021,2018112610,lx/联禧,LX-8612 12H风批,201909,399.0,367,135402.7,47.19,691.0
7023,2018112610,lx/联禧,T20PB,201909,540.0,12,6390.0,,
7035,2018112610,lx/联禧,台湾风批战马系列,201909,210.0,231,63646.25,30.89,1012.0
7054,2018112610,lx/联禧,国产12H风批,201909,252.0,402,89747.33,52.3,580.0
7099,2018112610,lx/联禧,弯头6HL/10HL,201909,264.0,787,189393.64,55.17,506.0
7128,2018112610,makita/牧田,DF001DW,201909,398.0,172,54665.8,44.89,780.0
7162,2018112610,makita/牧田,TD110D,201909,467.73,189,101882.07999999999,30.89,909.0
7190,2018112610,makita/牧田,组合套装起子S2,201909,55.0,319,17379.41,47.2,690.0
7232,2018112610,masterproof/麦思德,20204,201909,39.86,2272,85830.01,68.96,180.0
7267,2018112610,masterproof/麦思德,21130,201909,137.57,320,41088.12,65.55,254.0
7303,2018112610,masterproof/麦思德,22037,201909,63.96,3404,178295.65999999997,61.7,347.0
7321,2018112610,masterproof/麦思德,22039,201909,95.0,322,34723.0,46.76,720.0
7360,2018112610,masterproof/麦思德,22040,201909,91.21,4313,373064.27,53.43,554.0
